Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-09-02,AU [date]=2025-09-06,Date de génération=2025-11-14,Durée d’une génération=14:16:29
"Type de dossier","Identificateur externe de la division des transactions","Code de type de différend","Catégorie","Code financier non-financier","Nombre","Montant de la devise de présentation","Code de devise de la présentation","Montant en devise de règlement","Code de devise de règlement"
"Dispute Summary","424018","CB","OPAACCEPT","FIN","-6","-435.52000000","USD","-435.52000000","USD"
"Dispute Summary","424018","CB","OPADENY","NON","34","3548.98000000","USD","3548.98000000","USD"
"Dispute Summary","424018","CB","OPAREQ","NON","-1","-67.95000000","USD","-67.95000000","USD"
"Dispute Summary","424018","CB","RECD","FIN","129","14030.82000000","USD","14030.82000000","USD"
"Dispute Summary","424018","CB","RECRS","NON","16","2697.00000000","USD","2697.00000000","USD"
"Dispute Summary","424018","CB","REPR","FIN","-17","-2851.13000000","USD","-2851.13000000","USD"
"Dispute Summary","424018","CB","RTM","NON","-133","-14816.59000000","USD","-14816.59000000","USD"
"Type de dossier","Identificateur externe de la division des transactions","Numéro de séquence de la transaction en différend","Code de type de différend","Catégorie","Montant de la devise de présentation du différend de l’émetteur","Montant en devise de présentation de l’action actuelle","Code de devise de la présentation","Numéro de commande de commerçant","Numéro de compte","Nom du consommateur","Code du mode de paiement","Code de raison du différend de la marque de paiement","Texte de raison du différend de la marque de paiement","Classification de la catégorie de raison ECP","Texte de classification de la catégorie de raison ECP","Date de transaction","Date de début de différend","Date d’activité","Date d’échéance de différend","Code d’utilisation de différend","Méthode d’autorisation du titulaire de compte","Texte de la méthode d’autorisation du titulaire de compte","Numéro de référence de l’acquéreur","Montant de la devise de règlement du différend de l’émetteur","Montant en devise de règlement de l’action actuelle","Code de devise de règlement","Date d’autorisation","Code d’action","Indicateur de crédit débit du titulaire de la carte","Numéro d’ajustement","Numéro de billet","Code de l’indicateur d’état","Code de méthode du jeton numérique","Indicateur de rétrofacturations groupées potentielles"
"DisputeDetails","424018","784352923","CB","OPADENY","913.61000000","913.61000000","USD","7TZL8LB7EPAYG01","464065XXXXXX6347","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-09","2025-08-13","2025-09-04","2025-08-31","9","","","24692165221104600000000","913.61000000","913.61000000","USD","2025-08-09 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785084751","CB","OPADENY","70.78000000","70.78000000","USD","PZCW8KW7EPAYS03","422987XXXXXX9413","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-27","2025-08-17","2025-09-04","2025-09-04","9","","","24692165208105600000000","70.78000000","70.78000000","USD","2025-07-26 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785084753","CB","OPADENY","70.74000000","70.74000000","USD","WW458KZ7EPAYV02","422987XXXXXX9413","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-29","2025-08-17","2025-09-04","2025-09-04","9","","","24692165210107300000000","70.74000000","70.74000000","USD","2025-07-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785091388","CB","OPADENY","84.78000000","84.78000000","USD","B18Y8KM7EPAYK01","432803XXXXXX2036","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-19","2025-08-17","2025-09-04","2025-09-04","9","","","24692165200107500000000","84.78000000","84.78000000","USD","2025-07-18 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785091395","CB","OPADENY","90.78000000","90.78000000","USD","J5PM8GR7EPAYZ01","432803XXXXXX2036","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-04-20","2025-08-17","2025-09-04","2025-09-04","9","","","24692165110102200000000","90.78000000","90.78000000","USD","2025-04-20 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785672037","CB","OPADENY","70.78000000","70.78000000","USD","BMN98JJ7EPAYC03","411398XXXXXX6805","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-06-15","2025-08-19","2025-09-04","2025-09-06","9","","","24692165166109300000000","70.78000000","70.78000000","USD","2025-06-14 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785672359","CB","OPADENY","90.78000000","90.78000000","USD","KR5K8LF7EPAYJ01","411398XXXXXX6805","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-12","2025-08-19","2025-09-04","2025-09-06","9","","","24692165224107300000000","90.78000000","90.78000000","USD","2025-08-12 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785704014","CB","OPADENY","125.96000000","125.96000000","USD","D59S8H87EPAYP01","411398XXXXXX7022","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-05-06","2025-08-19","2025-09-04","2025-09-06","9","","","24692165126103700000000","125.96000000","125.96000000","USD","2025-05-06 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785704662","CB","OPADENY","90.78000000","90.78000000","USD","M4MS8K67EPAYX01","411398XXXXXX7022","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-06","2025-08-19","2025-09-04","2025-09-06","9","","","24692165187105200000000","90.78000000","90.78000000","USD","2025-07-05 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785704884","CB","OPADENY","90.78000000","90.78000000","USD","JRTL8L57EPAYB02","411398XXXXXX7022","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-04","2025-08-19","2025-09-04","2025-09-06","9","","","24692165216100000000000","90.78000000","90.78000000","USD","2025-08-04 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785705542","CB","OPADENY","65.28000000","65.28000000","USD","LDPZ8KB7EPAYB01","411398XXXXXX2988","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-10","2025-08-19","2025-09-04","2025-09-06","9","","","24692165191108900000000","65.28000000","65.28000000","USD","2025-07-09 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785705754","CB","OPADENY","65.28000000","65.28000000","USD","SC2J8JC7EPAYX03","411398XXXXXX2988","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-06-11","2025-08-19","2025-09-04","2025-09-06","9","","","24692165162105600000000","65.28000000","65.28000000","USD","2025-06-09 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785705777","CB","OPADENY","65.28000000","65.28000000","USD","2DBQ8L97EPAYF01","411398XXXXXX2988","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-08","2025-08-19","2025-09-04","2025-09-06","9","","","24692165220103700000000","65.28000000","65.28000000","USD","2025-08-08 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785727383","CB","OPADENY","65.14000000","65.14000000","USD","V7JN8K17EPAYS01","483207XXXXXX1922","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-01","2025-08-19","2025-09-04","2025-09-06","9","","","24692165182100700000000","65.14000000","65.14000000","USD","2025-06-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785926570","CB","OPADENY","65.28000000","65.28000000","USD","NH3N8HD7EPAYT01","411398XXXXXX2988","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-05-11","2025-08-20","2025-09-04","2025-09-07","9","","","24692165131107500000000","65.28000000","65.28000000","USD","2025-05-10 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","785926651","CB","OPADENY","90.78000000","90.78000000","USD","TQP48J77EPAYT01","411398XXXXXX7022","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-06-06","2025-08-20","2025-09-04","2025-09-07","9","","","24692165157101000000000","90.78000000","90.78000000","USD","2025-06-05 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","786584506","CB","OPADENY","47.28000000","47.28000000","USD","903T8KM7EPAYK01","406042XXXXXX6191","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-18","2025-08-24","2025-09-04","2025-09-01","9","","","24510735199107100000000","47.28000000","47.28000000","USD","2025-07-18 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","786613645","CB","OPADENY","70.78000000","70.78000000","USD","096B8KH7EPAYG02","405422XXXXXX1879","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-15","2025-08-24","2025-09-04","2025-09-01","9","","","24692165196103700000000","70.78000000","70.78000000","USD","2025-07-14 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","786624188","CB","OPADENY","85.74000000","85.74000000","USD","7P2D8JY7EPAYP01","465878XXXXXX4287","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-06-28","2025-08-24","2025-09-04","2025-09-01","9","","","24692165179108000000000","85.74000000","85.74000000","USD","2025-06-27 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","786624189","CB","OPADENY","85.36000000","85.36000000","USD","0HC98JS7EPAYK03","465878XXXXXX4287","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-06-24","2025-08-24","2025-09-04","2025-09-01","9","","","24692165175104200000000","85.36000000","85.36000000","USD","2025-06-22 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","786917096","CB","OPADENY","151.47000000","151.47000000","USD","674C8LS7EPAYU01","442845XXXXXX5286","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-23","2025-08-25","2025-09-04","2025-09-02","9","","","24510735235107300000000","151.47000000","151.47000000","USD","2025-08-23 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","787404004","CB","OPADENY","70.30000000","70.30000000","USD","N07G8L27EPAYY01","464029XXXXXX1751","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-01","2025-08-27","2025-09-04","2025-09-04","9","","","24692165213100100000000","70.30000000","70.30000000","USD","2025-08-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","787404012","CB","OPADENY","65.74000000","65.74000000","USD","KYL68KR7EPAYO03","464029XXXXXX1751","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-23","2025-08-27","2025-09-04","2025-09-04","9","","","24692165204101900000000","65.74000000","65.74000000","USD","2025-07-22 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","787417048","CB","OPADENY","90.35000000","90.35000000","USD","HDTH8LF7EPAYJ03","438564XXXXXX8053","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-12","2025-08-27","2025-09-04","2025-09-04","9","","","24692165224107300000000","90.35000000","90.35000000","USD","2025-08-12 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","787445695","CB","OPADENY","52.44000000","52.44000000","USD","D1S98K27EPAYT01","486949XXXXXX2709","","VI","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-07-02","2025-08-27","2025-09-04","2025-09-04","9","","","24692165183101800000000","52.44000000","52.44000000","USD","2025-07-01 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","787524168","CB","OPAREQ","-67.95000000","-67.95000000","USD","LGZR8LW7EPAYX03","440368XXXXXX9135","","CR","10.4","TRANSACTION FRAUDULEUSE - SANS CARTE","","","2025-08-27","2025-08-28","2025-09-04","2025-09-05","9","","","24510735239100900000000","-67.95000000","-67.95000000","USD","2025-08-26 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788225789","CB","RECD","90.27000000","90.27000000","USD","CC5T8K07EPAYR01","515491XXXXXX2922","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-06-29","2025-09-03","2025-09-04","","","","","55432865180209400000000","90.27000000","90.27000000","USD","2025-06-29 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788225849","CB","RECD","90.35000000","90.35000000","USD","NBNR8JM7EPAYF03","518047XXXXXX2969","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-06-17","2025-09-03","2025-09-04","","","","","55432865168205200000000","90.35000000","90.35000000","USD","2025-06-17 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788225870","CB","RECD","191.60000000","191.60000000","USD","JYV08LN7EPAYQ02","518047XXXXXX2969","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-08-19","2025-09-03","2025-09-04","","","","","55432865231207200000000","191.60000000","191.60000000","USD","2025-08-19 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788229735","CB","RECD","172.04000000","172.04000000","USD","F3RR8LB7EPAYG01","553027XXXXXX5829","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-09","2025-09-04","2025-09-04","2025-10-13","1","","","55432865221203800000000","172.04000000","172.04000000","USD","2025-08-09 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788230092","CB","RECD","196.78000000","196.78000000","USD","M93M8LS7EPAYU02","557729XXXXXX4144","","MC","41","TRANSACTIONS AVEC ACONTRE-PASSATIONS RÉCURRENTES ET MARCHANDISES DIG","","","2025-08-23","2025-09-04","2025-09-04","2025-10-13","1","","","55432865235208600000000","196.78000000","196.78000000","USD","2025-08-23 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788230172","CB","RECD","76.52000000","76.52000000","USD","687X8LX7EPAYY02","544412XXXXXX2887","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-27","2025-09-04","2025-09-04","2025-10-13","1","","","55432865239200000000000","76.52000000","76.52000000","USD","2025-08-27 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788233415","CB","RECD","65.00000000","65.00000000","USD","TY848LN7EPAYQ43","541263XXXXXX8212","","MC","34","ERREUR DE POINT D’INTERACTION","","","2025-08-22","2025-09-04","2025-09-04","2025-10-13","1","","","55432865234208300000000","65.00000000","65.00000000","USD","2025-08-22 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788233584","CB","RECD","68.29000000","68.29000000","USD","KMDF8M07EPAYB01","527473XXXXXX9630","","MC","37","PAS D’AUTORISATION DU DÉTENTEUR DE CARTE","","","2025-08-30","2025-09-04","2025-09-04","2025-10-13","1","","","55432865242201100000000","68.29000000","68.29000000","USD","2025-08-30 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235354","CB","RECD","193.17000000","193.17000000","USD","ZYCJ8LT7EPAYV01","554539XXXXXX0929","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-08-24","2025-09-03","2025-09-04","","","","","55432865236209000000000","193.17000000","193.17000000","USD","2025-08-24 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235412","CB","RECD","198.98000000","198.98000000","USD","8CDX8HW7EPAYI03","515488XXXXXX7560","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-05-25","2025-09-03","2025-09-04","","","","","55432865145207400000000","198.98000000","198.98000000","USD","2025-05-25 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235465","CB","RECD","55.00000000","55.00000000","USD","7GQ48LT7EPAYV01","543245XXXXXX3089","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-08-24","2025-09-03","2025-09-04","","","","","55432865236209000000000","55.00000000","55.00000000","USD","2025-08-24 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235479","CB","RECD","55.35000000","55.35000000","USD","T0GR8K57EPAYW01","526255XXXXXX9304","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-07-04","2025-09-03","2025-09-04","","","","","55432865185201200000000","55.35000000","55.35000000","USD","2025-07-04 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235516","CB","RECD","97.96000000","97.96000000","USD","7QLC8KX7EPAYZ0D","515491XXXXXX2922","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-07-27","2025-09-03","2025-09-04","","","","","55432865208209200000000","97.96000000","97.96000000","USD","2025-07-27 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235517","CB","RECD","90.35000000","90.35000000","USD","67M48LL7EPAYO02","518047XXXXXX2969","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-08-17","2025-09-03","2025-09-04","","","","","55432865229206600000000","90.35000000","90.35000000","USD","2025-08-17 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235666","CB","RECD","70.24000000","70.24000000","USD","Y6FD8LC7EPAYH01","521400XXXXXX8842","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-08-10","2025-09-03","2025-09-04","","","","","55432865222204100000000","70.24000000","70.24000000","USD","2025-08-10 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235725","CB","RECD","65.15000000","65.15000000","USD","55TW8KG7EPAYF03","532800XXXXXX2239","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-07-13","2025-09-03","2025-09-04","","","","","55432865194204400000000","65.15000000","65.15000000","USD","2025-07-13 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235803","CB","RECD","70.24000000","70.24000000","USD","6YXN8HF7EPAYU01","521400XXXXXX8842","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-05-11","2025-09-03","2025-09-04","","","","","55432865131202700000000","70.24000000","70.24000000","USD","2025-05-11 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235861","CB","RECD","90.78000000","90.78000000","USD","SMYC8LL7EPAYN54","517805XXXXXX7776","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-08-20","2025-09-03","2025-09-04","","","","","55432865232207600000000","90.78000000","90.78000000","USD","2025-08-20 00:00:00.000","","","","","","0",""
"DisputeDetails","424018","788235875","CB","RECD","70.24000000","70.24000000","USD","1GSZ8JF7EPAYZ03","521400XXXXXX8842","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-06-11","2025-09-03","2025-09-04","","","","","55432865162203200000000","70.24000000","70.24000000","USD","2025-06-11 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235942","CB","RECD","70.24000000","70.24000000","USD","DHD48KD7EPAYD03","521400XXXXXX8842","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-07-11","2025-09-03","2025-09-04","","","","","55432865192203700000000","70.24000000","70.24000000","USD","2025-07-11 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788235964","CB","RECD","90.27000000","90.27000000","USD","NTSC8HY7EPAYK01","515491XXXXXX2922","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-05-27","2025-09-03","2025-09-04","","","","","55432865147208100000000","90.27000000","90.27000000","USD","2025-05-27 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788236023","CB","RECD","90.78000000","90.78000000","USD","6FN78HN7EPAYB01","518047XXXXXX2969","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-05-18","2025-09-03","2025-09-04","","","","","55432865138205000000000","90.78000000","90.78000000","USD","2025-05-18 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788236221","CB","RECD","90.35000000","90.35000000","USD","SS668HL7EPAYZ01","518047XXXXXX2969","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-05-16","2025-09-03","2025-09-04","","","","","55432865136204400000000","90.35000000","90.35000000","USD","2025-05-16 00:00:00.000","","","","","","3",""
"DisputeDetails","424018","788236232","CB","RECD","90.78000000","90.78000000","USD","DV9H8JQ7EPAYI02","518047XXXXXX2969","","MC","98","RÉTROFACTURATION LIÉE À LA CONFORMITÉ","","","2025-06-21","2025-09-03","2025-09-04","","","","","55432865172206600000000","90.78000000","90.78000000","USD","2025-06-20 00:00:00.000","","","","","","3",""
