Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-10-23,AU [date]=2025-10-30,Date de génération=2025-11-10,Durée d’une génération=15:13:17
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Code de qualification d’interchange","Texte de qualification d’interchange","Taux des frais","Montant des frais de service","Nombre de ventes","Pourcentage de nombre","Montant des ventes","Pourcentage de montant"
"Résumé de la qualification à l’interchange","USD","USD","VI","V105","Visa Non-Qualified Consumer Credit","0.03150000","0.100000000","189","0.03780756151","-10070.15000000","0.08986995912"
"Résumé de la qualification à l’interchange","USD","USD","VI","V231","Visa Business Tier 1 - Product 1 - CNP","0.02650000","0.100000000","570","0.1140228046","-15444.74000000","0.1378349034"
"Résumé de la qualification à l’interchange","USD","USD","VI","V234","Visa Corporate Card - Card Not Present","0.02700000","0.100000000","177","0.03540708142","-4869.73000000","0.04345937608"
"Résumé de la qualification à l’interchange","USD","USD","VI","V237","Visa Purchasing Card - Card Not Present","0.02700000","0.100000000","23","0.004600920184","-307.36000000","0.002743000912"
"Résumé de la qualification à l’interchange","USD","USD","VI","V338","Visa Debit & Prepaid Regulated","0.00050000","0.220000000","400","0.0800160032","-11510.65000000","0.1027255448"
"Résumé de la qualification à l’interchange","ARS","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","420","0.08401680336","-8.22000000","7.335849655e-05"
"Résumé de la qualification à l’interchange","CLP","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","418","0.08361672334","-1331.26000000","0.01188068517"
"Résumé de la qualification à l’interchange","COP","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","418","0.08361672334","4.47000000","-3.989202914e-05"
"Résumé de la qualification à l’interchange","USD","USD","VI","V987","Visa Interregional Non-Premium Card Not Present","0.01600000","0.000000000","12","0.002400480096","-108.24000000","0.0009659761151"
"Résumé de la qualification à l’interchange","MXN","USD","VI","V989","Visa Interregional Business Card Not Present","0.02000000","0.000000000","480","0.09601920384","-786.75000000","0.007021264861"
"Résumé de la qualification à l’interchange","PEN","USD","VI","V989","Visa Interregional Business Card Not Present","0.02000000","0.000000000","432","0.08641728346","-15079.90000000","0.1345789285"
"Résumé de la qualification à l’interchange","USD","USD","VI","V989","Visa Interregional Business Card Not Present","0.02000000","0.000000000","34","0.006801360272","-3585.95000000","0.03200242101"
"Résumé de la qualification à l’interchange","USD","USD","VI","V991","Visa Interregional Corporate Card Not Present","0.02000000","0.000000000","29","0.005801160232","-356.24000000","0.003179225159"
"Résumé de la qualification à l’interchange","USD","USD","VI","VC1V","Visa Global B2B Virtual CommercialChoice Travel-Prog 19","0.00000000","0.000000000","2","0.000400080016","40.00000000","-0.0003569756523"
"Résumé de la qualification à l’interchange","USD","USD","VI","VCEB","Visa CPS E-Commerce Basic","0.01800000","0.100000000","1100","0.2200440088","-37998.40000000","0.3391125907"
"Résumé de la qualification à l’interchange","USD","USD","VI","VPDM","Visa CPS Card Not Present","0.01800000","0.100000000","295","0.05901180236","-10639.34000000","0.09494963341"
"Résumé de la qualification à l’interchange","USD","USD","MC","MCSF","MasterCard Consumer Credit Full UCAF","0.01950000","0.100000000","14","0.00272851296","-1400.00000000","0.008526125266"
"Résumé de la qualification à l’interchange","ARS","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","450","0.0877022023","-8.70000000","5.298377844e-05"
"Résumé de la qualification à l’interchange","COP","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","447","0.08711752095","4.63000000","-2.819711427e-05"
"Résumé de la qualification à l’interchange","MXN","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","569","0.1108945625","-943.26000000","0.005744537799"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","22","0.004287663224","-576.22000000","0.003509231358"
"Résumé de la qualification à l’interchange","USD","USD","MC","MHB2","MCInterregional Consumer Rate 3 Base - Core","0.01650000","0.000000000","6","0.001169362697","-18.12000000","0.0001103524213"
"Résumé de la qualification à l’interchange","USD","USD","MC","MHB4","MC Interregional Consumer Rate 3 Card Present Super Premium","0.02030000","0.000000000","198","0.03858896901","-56897.56000000","0.3465112313"
"Résumé de la qualification à l’interchange","USD","USD","MC","MIP","MasterCard International Commercial Purchasing","0.02000000","0.000000000","352","0.06860261158","-9344.79000000","0.05691060723"
"Résumé de la qualification à l’interchange","CLP","USD","MC","MIPU","MasterCard Interregional Commercial Premium Standard","0.02000000","0.000000000","449","0.08750730852","-1415.64000000","0.008621374265"
"Résumé de la qualification à l’interchange","USD","USD","MC","MIPU","MasterCard Interregional Commercial Premium Standard","0.02000000","0.000000000","17","0.003313194309","-170.00000000","0.001035315211"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MM1","MasterCard Merit 1","0.01950000","0.100000000","326","0.06353537322","-13073.50000000","0.07961878476"
"Résumé de la qualification à l’interchange","USD","USD","MC","MM1","MasterCard Merit 1","0.01950000","0.100000000","1210","0.2358214773","-37151.38000000","0.2262552283"
"Résumé de la qualification à l’interchange","USD","USD","MC","MM1D","MasterCard Merit 1 Debit","0.01650000","0.150000000","715","0.1393490548","-28520.00000000","0.1736893518"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MSI","MasterCard Service Industries","0.01150000","0.050000000","60","0.01169362697","-3733.80000000","0.02273917608"
"Résumé de la qualification à l’interchange","USD","USD","MC","MSI","MasterCard Service Industries","0.01150000","0.050000000","187","0.0364451374","-10438.17000000","0.06356938926"
"Résumé de la qualification à l’interchange","USD","USD","MC","MStd","MasterCard Standard","0.03150000","0.100000000","2","0.0003897875658","-200.00000000","0.001218017895"
"Résumé de la qualification à l’interchange","PEN","USD","MC","MTKV","MC Small Ticket Card Not Present Core","0.01950000","0.020000000","54","0.01052426428","-143.05000000","0.0008711872995"
"Résumé de la qualification à l’interchange","USD","USD","MC","MTKV","MC Small Ticket Card Not Present Core","0.01950000","0.020000000","53","0.01032937049","-171.64000000","0.001045302958"
"Résumé de la qualification à l’interchange","USD","USD","JC","D462","Discover Prime Submission Level E-commerce - Premium","0.02050000","0.100000000","235","0.9751037344","-7026.20000000","0.9940410168"
"Résumé de la qualification à l’interchange","USD","USD","JC","DPRP","Discover Prime Submission Level Recurring Payments - Premium","0.01450000","0.050000000","6","0.02489626556","-42.12000000","0.005958983181"
"Résumé de la qualification à l’interchange","USD","USD","DI","D460","Discover Prime Submission Level E-commerce - Rewards","0.02030000","0.100000000","44","0.1848739496","-792.00000000","0.1193378557"
"Résumé de la qualification à l’interchange","USD","USD","DI","D463","Discover Prime Submission Level E-commerce - Core","0.01910000","0.100000000","188","0.7899159664","-5814.50000000","0.8761236895"
"Résumé de la qualification à l’interchange","USD","USD","DI","DCRP","Discover Prime Submission Level Recurring Payments - Rewards","0.01350000","0.050000000","6","0.02521008403","-30.12000000","0.004538454816"
"Résumé de la qualification à l’interchange","USD","USD","DD","D811","Discover International Commercial","0.01900000","0.100000000","233","0.9748953975","-6393.70000000","0.9897644207"
"Résumé de la qualification à l’interchange","USD","USD","DD","DCSL","Discover Commercial Electronic Program","0.02450000","0.150000000","6","0.02510460251","-66.12000000","0.01023557932"
"Type de dossier","Identificateur de l’entité","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Numéro de commande de commerçant","Code de qualification d’interchange","Code de la raison de déclassement","Texte de la raison de déclassement","Numéro de compte","Date de dépôt","Montant","Numéro de référence de l’acquéreur","Type d’utilisation de la carte"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.01000000","55432865296100508179651","2"
"Interchange Qualification Details","425263","COP","USD","MC","ICagZdcyicOJ7T5cE5cnNx","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-24","0.01000000","55432865297100508705108","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-27","0.02000000","55432865300100510573341","2"
"Interchange Qualification Details","425263","COP","USD","MC","igoGZjgorEXWqQC80TMYm7","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-27","0.01000000","55432865300100510573374","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-26","0.01000000","55432865299100510049980","2"
"Interchange Qualification Details","425263","COP","USD","MC","185PKy3kpyCmZiWr6OBBQk","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-27","0.01000000","55432865300100510213013","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.01000000","55432865296100508600169","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-26","0.01000000","55432865299100510049972","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.01000000","55432865296100508600268","2"
"Interchange Qualification Details","425263","COP","USD","MC","60NhyZ427jjb0ZyWfIVJK0","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-27","0.01000000","55432865300100510583720","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.01000000","55432865296100508607032","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-27","0.01000000","55432865300100510212932","2"
"Interchange Qualification Details","425263","COP","USD","MC","lAZmdqx6VmbCbwZe1xC9ib","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-26","0.01000000","55432865299100510066828","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-28","0.01000000","55432865301100510771555","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-24","0.01000000","55432865297100508735261","2"
"Interchange Qualification Details","425263","COP","USD","MC","MuZUZlGQgXUjsKzAhTMlxk","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-24","0.01000000","55432865297100509105076","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.00000000","55432865296100508607065","2"
"Interchange Qualification Details","425263","COP","USD","MC","NxRjvmgEX1sLqRuBS3Dlxi","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-28","0.01000000","55432865301100510817135","2"
"Interchange Qualification Details","425263","COP","USD","MC","KkQgei5VJJg94ofLkvXTEC","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.02000000","55432865296100508179669","2"
"Interchange Qualification Details","425263","COP","USD","MC","ILWUbEoWWayoQB6VnEI2zb","MHB2","155","Entièrement valide - type de carte","510342XXXXXX0005","2025-10-23","0.01000000","55432865296100508600334","2"
"Interchange Qualification Details","425263","COP","USD","VI","5sIT9unmHUBfVjr3fQ9r2P","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-26","0.01000000","24692165299100894498593","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-26","0.01000000","24692165299100894498650","1"
"Interchange Qualification Details","425263","COP","USD","VI","1dZOZbCS1vMtkfTZmssmZe","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891992658","1"
"Interchange Qualification Details","425263","COP","USD","VI","1jdw4PGrDhvBaPiIQLVKHO","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891998580","1"
"Interchange Qualification Details","425263","COP","USD","VI","fn0JaYIYl2NuYgtWAvVj6Y","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895681409","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895366853","1"
"Interchange Qualification Details","425263","COP","USD","VI","EOnjWRjzFXGtgvEjImhCmb","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891201159","1"
"Interchange Qualification Details","425263","COP","USD","VI","TSBiYN0iZBcl7P8kWDX5HB","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-29","0.01000000","24692165302100896497853","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891992617","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895681359","1"
"Interchange Qualification Details","425263","COP","USD","VI","GjfO5bejNlcC8J2GWSV8hf","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-26","0.01000000","24692165299100894498635","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.02000000","24692165296100891998721","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.02000000","24692165296100891992633","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-29","0.02000000","24692165302100896497739","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895681441","1"
"Interchange Qualification Details","425263","COP","USD","VI","mP1rjVPATlh2e9xkraGYov","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100894612018","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.02000000","24692165300100895366903","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895351657","1"
"Interchange Qualification Details","425263","COP","USD","VI","fDTF9vfVlIXE1PV4yRpugB","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-26","0.01000000","24692165299100894490962","1"
"Interchange Qualification Details","425263","COP","USD","VI","x7MojY1uenThx8X155qrjM","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892106661","1"
"Interchange Qualification Details","425263","COP","USD","VI","Qe654QDHNNPKrTWspLM4KX","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100894611994","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.02000000","24692165296100891992682","1"
"Interchange Qualification Details","425263","COP","USD","VI","JfqKw49GxTfcdWjuz7903n","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-26","0.01000000","24692165299100894498601","1"
"Interchange Qualification Details","425263","COP","USD","VI","43g6KAfYV7wjgQUK5BRurh","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892156948","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892106737","1"
"Interchange Qualification Details","425263","COP","USD","VI","AJAsL84MmumB2YHzDjM6oC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895351830","1"
"Interchange Qualification Details","425263","COP","USD","VI","26y1WxzAQwzOM2fOl52rg6","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895366762","1"
"Interchange Qualification Details","425263","COP","USD","VI","CpboEJni52sVe0NqAhLm5X","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892106620","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891220969","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.00000000","24692165301100895613717","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.02000000","24692165296100891992666","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.02000000","24692165301100895681573","1"
"Interchange Qualification Details","425263","COP","USD","VI","CBp6pksZnn4umB4qwEnrds","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100894611952","1"
"Interchange Qualification Details","425263","COP","USD","VI","SD2dbq8JauSScwcpqumQnT","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895367034","1"
"Interchange Qualification Details","425263","COP","USD","VI","yqSiGbTJ1sBGlQj9GQmM3t","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891201191","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100894682409","1"
"Interchange Qualification Details","425263","COP","USD","VI","ob77XdHMq2zjruxOMxaJTL","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895613667","1"
"Interchange Qualification Details","425263","COP","USD","VI","I7CVDlQWZDhL3vS6lmwWQ8","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891221009","1"
"Interchange Qualification Details","425263","COP","USD","VI","I9e7d8Zen0CbXJEmEe4ekC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892106554","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.02000000","24692165300100894682516","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.00000000","24692165300100894682615","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.02000000","24692165301100895613873","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895681466","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.02000000","24692165300100894613446","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.02000000","24692165296100891992708","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.00000000","24692165296100891200953","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895366820","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895613832","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.00000000","24692165301100895681516","1"
"Interchange Qualification Details","425263","COP","USD","VI","dst5fCOWnTuQ7NR3zRrPf6","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892106786","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100894613404","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-26","0.00000000","24692165299100894495581","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.02000000","24692165297100892106745","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891221082","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.02000000","24692165300100895366812","1"
"Interchange Qualification Details","425263","COP","USD","VI","ubSkIJuJbu3PyRAgXpjh7l","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891998812","1"
"Interchange Qualification Details","425263","COP","USD","VI","dfriR3ib4oENd8Ejdj6PN7","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892156799","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.02000000","24692165297100892825971","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892825773","1"
"Interchange Qualification Details","425263","COP","USD","VI","W6rcvJXtb8gDv3QUJkF85m","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895681318","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100894613313","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.02000000","24692165296100891201084","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891992724","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892825799","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-29","0.01000000","24692165302100896497697","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.02000000","24692165301100895681326","1"
"Interchange Qualification Details","425263","COP","USD","VI","PiAlcvbSVb9IC3BWboY7Vh","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892825930","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891998614","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.02000000","24692165301100895681375","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891201183","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895613618","1"
"Interchange Qualification Details","425263","COP","USD","VI","qZHA894B1tYMPgm2NepHRS","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-28","0.01000000","24692165301100895681490","1"
"Interchange Qualification Details","425263","COP","USD","VI","k3jgyWVDgEVQ4KdMKFA2rA","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895351814","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.00000000","24692165300100895366887","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.02000000","24692165300100895351731","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.02000000","24692165297100892106596","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-23","0.01000000","24692165296100891221199","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-24","0.01000000","24692165297100892106695","1"
"Interchange Qualification Details","425263","COP","USD","VI","KkQgei5VJJg94ofLkvXTEC","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895351764","1"
"Interchange Qualification Details","425263","COP","USD","VI","DPzo53l2yqSl4kAKyyLA5f","V987","175","Entièrement valide - interrégional","400489XXXXXX0093","2025-10-27","0.01000000","24692165300100895351608","1"
