BEGIN,EntityId=418553,Frequency=adhoc
EntityId=418553,ReportTypeName=SubmissionDetails,Frequency=adhoc,FromDate=2025-03-03,ToDate=2025-03-04,GenerationDate=2025-03-13,GenerationTime=19:28:16
Submission Date,Presentment Currency Code,Settlement Currency Code,Transaction Division External Identifier,Payment Method Code,Merchant Order Number,Account Number,Credit Card Expiration Year Month Number,Transaction Amount in Presentment Currency,Merchant Action Code,Action Type Code Text,Authorization Date,Country of Issuance,Transaction Type Code,Transaction Type Text,Merchant Category Code,Digital Token Method Code,Digital Wallet Brand,Interchange Qualification Code,Interchange Unit Fee,Fee Rate,Total Interchange Amount,Total Assessment Amount,Other Debit Passthrough Fees,Merchant Information Description,Surcharge Amount,Bank Sort Code,Card Usage Type
3/3/2025,USD,USD,418554,VI,q4XXlwAwRTqiY7mcLYBImA,444442XXXXXX4440,25-Jun,500,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-15.95,-0.8029,0,N,,,1
3/3/2025,USD,USD,418554,VI,Upl5A7fQSZGwRIM2Mh1CyA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,j4hv9PSsQMGiZN7Pb9EVZQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,qUJd0pvrSAerlebl4Z1WQg,444442XXXXXX4440,25-Jun,115,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.8225,-0.2639,0,N,,,1
3/3/2025,USD,USD,418554,VI,Oo4MetRJqQMj1PPHGDaJkF,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000851840,424242XXXXXX4242,25-Aug,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.100616,0,N,,,1
3/3/2025,USD,USD,418554,VI,nsg7G43nSp6rHp0aQYoYag,444442XXXXXX4440,25-Jun,21000.2,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-661.7063,-29.50318,0,N,,,1
3/3/2025,USD,USD,418554,VI,1006451474,491699XXXXXX2017,25-Oct,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,H8GyGuYxS9SdvTGOBGdCaw,444442XXXXXX4440,Apr-31,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,XBTjvjq8XZZbdDESYElSD2,476134XXXXXX0050,25-May,30,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.64,-0.0441,0,N,,,1
3/3/2025,USD,USD,418554,VI,NtfxPOC 418554 DPVI3,403252XXXXXX0007,23-Dec,1.03,DP,SALE,3/3/2025,SE,2,MOTO Indicator - Recurring Transaction,5968,0,,V987,0,0.016,-0.01648,-0.065877,0,N,,,1
3/3/2025,USD,USD,418554,VI,aN0GjjibRj2tWYKhPir8ew,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,VxtajFXYSwifHBYK2ESxYQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000186707,491699XXXXXX2017,25-Aug,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008794819,491699XXXXXX2017,25-Jul,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008840616,491699XXXXXX2017,25-Apr,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,CdRBeWTATw6sMXw8x3ohMQ,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,1002283245,424242XXXXXX4242,25-May,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000137547,424242XXXXXX4242,25-Nov,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,XL7K5maFRFibRhWlidsZsQ,444442XXXXXX4440,25-Jun,130,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-4.295,-0.2849,0,N,,,1
3/3/2025,USD,USD,418554,VI,1004632566,424242XXXXXX4242,26-Jan,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,2tG2MkutRCavUESbskYVng,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,cDI9zNXtRi2lyCx8iRjFBg,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1xteKa0hRmWF45GwQB0hOw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1161,0,N,,,1
3/3/2025,USD,USD,418554,VI,I1Q2yqEnRkXc0bhXfSsRhA,444442XXXXXX4440,25-Jun,115,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.8225,-0.2639,0,N,,,1
3/3/2025,USD,USD,418554,VI,1001281427,411234XXXXXX4113,25-May,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,f4yPYKAVQkXBYsojBrTfjw,444442XXXXXX4440,25-Jun,115,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.8225,-0.2639,0,N,,,1
3/3/2025,USD,USD,418554,VI,4NgHoECUUfzVu8qStEmCG3,476134XXXXXX0050,25-May,20,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.46,-0.0301,0,N,,,1
3/3/2025,USD,USD,418554,VI,1005297587,491699XXXXXX2017,26-Feb,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,3KWFHBvqnuKGV8pW7IrDP5,489537XXXXXX1988,May-32,18,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.424,-0.0273,0,N,,,1
3/3/2025,USD,USD,418554,VI,2WMRnrcgTqOuG5AxeKAzcQ,444442XXXXXX4440,25-Jun,500,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-15.95,-0.8029,0,N,,,1
3/3/2025,USD,USD,418554,VI,MtpqRNz6asvtftKgjsE11J,476134XXXXXX0050,25-May,-20,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,3,,VRCN,0,-0.0205,0.41,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,7tqyxl94EEKBycYRzh0Bp6,411234XXXXXX4113,22-May,12.34,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,0,,V105,0.1,0.0315,-0.48871,-0.119376,0,N,,,1
3/3/2025,USD,USD,418554,VI,1004399338,491699XXXXXX2017,25-Aug,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,Lh6UyY06KPRB39unBkW7AM,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,S4vGNhrCQXCE4A8XCuUD8Q,444442XXXXXX4440,25-Jun,500,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-15.95,-0.8029,0,N,,,1
3/3/2025,USD,USD,418554,VI,SbmAG8d7TEqXYedFkTjesQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,sL3gKrpFQGXmfEdi0Ns9yQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,wNyZ81G8dIfhgO36sb9oqX,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1000136061,424242XXXXXX4242,25-Jul,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,415euo58SFmSXYJ8ghC3Eg,444442XXXXXX4440,25-Jun,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,1004732705,491699XXXXXX2017,25-Sep,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,joDBRwTtTMezjYIztTkqDA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008169758,491699XXXXXX2017,25-Mar,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,1005592502,491699XXXXXX2017,25-Apr,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,7n6nHDGvUX5x52rP0E3bV6,489537XXXXXX1988,May-32,-18,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,3,,VRCN,0,-0.0205,0.369,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,2tEKTVbzRNqYprsXDKhP3w,444442XXXXXX4440,25-Jun,155,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-5.0825,-0.3199,0,N,,,1
3/3/2025,USD,USD,418554,VI,3OZIO4tFSCe0xnnYXNZTfQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,8SM9IifurjkGeAFnUMM3e5,489537XXXXXX1988,May-32,18,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.424,-0.0273,0,N,,,1
3/3/2025,USD,USD,418554,VI,gIoXvYW2RgmBErQ1ZJJ9yA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,intent-7szxr2h,411234XXXXXX4113,25-Dec,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.415,-0.1161,0,N,,,1
3/3/2025,USD,USD,418554,VI,zSHsaeuvWqoq14JBm0rKw6,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,LB7ZB4Q3S33gviZR6eM2GD,476134XXXXXX0050,25-May,20,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.46,-0.0309,0,N,,,1
3/3/2025,USD,USD,418554,VI,4nBCq3fiMfHYtXU7dIy1BO,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,JgFsfdHBdd6o44Dw8uBiN3,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,AfwVCdBHQTSHppt7XlfyHA,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,EvjtNe52T0CXFufLaJ6TqQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,jMB35MByd0HHjyg0TWeSyv,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,e4DHYQEhT325ErVMyS9bXw,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,XBTjvjq8XZZbdDESYElSD2,476134XXXXXX0050,25-May,-30,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,3,,VRCN,0,-0.0205,0.615,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,9AtGtoAZvsSuwA1av8Ti4m,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008765047,491699XXXXXX2017,25-Sep,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,UP2FzublQaKMxtPE1XnRYA,444442XXXXXX4440,25-Jun,-5,RF,REFUND,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5968,0,,VRCM,0,-0.0235,0.1175,-0.022,0,N,,,1
3/3/2025,USD,USD,418554,VI,uVwNVSP4ps4CWgzlpY2jLk,476134XXXXXX0050,25-May,20,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,4899,3,,VCEB,0.1,0.018,-0.46,-0.0301,0,N,,,1
3/3/2025,USD,USD,418554,VI,NtfxPOC 418554 DPVI2,401068XXXXXX0005,23-Dec,1.02,DP,SALE,3/3/2025,NO,2,MOTO Indicator - Recurring Transaction,5968,0,,V987,0,0.016,-0.01632,-0.065718,0,N,,,1
3/3/2025,USD,USD,418554,VI,1003181134,424242XXXXXX4242,Dec-43,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.103584,0,N,,,1
3/3/2025,USD,USD,418554,VI,6XnQcPg4RGayYwRyGVARBw,444442XXXXXX4440,25-Jun,5,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.3575,-0.1099,0,N,,,1
3/3/2025,USD,USD,418554,VI,1008454687,411234XXXXXX4113,26-Jan,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,1003565835,424242XXXXXX4242,26-Feb,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,1001727677,411234XXXXXX4113,25-Oct,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.104384,0,N,,,1
3/3/2025,USD,USD,418554,VI,IAhDw6LqcJKoz3eLE2xBIW,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,5BFfMFJ4mKWCggKGP1xIKT,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,rq6PMaFtX20tWxgTW6iO5v,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,RNOBwV23RAKUgEtgRRvwwQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,1005128994,411234XXXXXX4113,25-Jun,1.06,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V105,0.1,0.0315,-0.13339,-0.100616,0,N,,,1
3/3/2025,USD,USD,418554,VI,OLPUqmSrRJaiDIglp6XLTg,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
3/3/2025,USD,USD,418554,VI,8LGRulpFQsizPEnMJFB50Q,444442XXXXXX4440,25-Jun,100,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-3.35,-0.2429,0,N,,,1
3/3/2025,USD,USD,418554,VI,B9q14W05TlumY6eYqu4igQ,444442XXXXXX4440,25-Jun,10,DP,SALE,3/3/2025,US,7,ECI Indicator - Channel Encrypted Transaction,5962,0,,V148,0.2,0.0315,-0.515,-0.1169,0,N,,,1
