Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Détailsdesfrais,Fréquence=ponctuel,Du [date]=2025-10-08,AU [date]=2025-10-30,Date de génération=2025-11-17,Durée d’une génération=11:10:51
"Date d’activité","Code de type d’entité","Identificateur de l’entité","Code du mode de paiement","Numéro de commande de commerçant","Code de devise de la présentation","Code de devise de règlement","Taux de change","Texte de la catégorie de transfert de fonds","Identificateur de transfert de fonds","Numéro d’instruction de transfert de fonds","Date d’entrée en vigueur du transfert de fonds","Numéro de référence de l’acquéreur","Numéro de compte","Code de remboursement de la vente","Code de type d’action","Numéro de compte bancaire sécurisé","Montant de présentation","Montant de présentation en devise de règlement","Montant net des ventes réglées","Frais d’évaluation et d’interchange","Ajustements de la retenue de l’impôt de réserve","Ajustements de la rétrofacturation","Frais d’escompte","Ajustements de retours ECP","Autres ajustements","Frais de traitement","Ajustements des réserves","Autres frais","Activité financière nette"
"2025-10-09","TD","424018","VI","H4ZhrvV6KPvnmpuKb6dEas","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775541","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.77608696","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01739130","0.00000000","0.00000000","21.20652174"
"2025-10-09","TD","424018","VI","fuizfrF0WPU5Yu8ehgU1Sd","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","HFEOVjgW0YIIq1yneZIwIE","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","2b7S5c6OoSP5h23SZ9edmZ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","AOgMhhHvlsUm1MhCNjfxMu","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775558","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.53000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01833333","0.00000000","0.00000000","21.45166667"
"2025-10-09","TD","424018","VI","a1kYOK8HWBGsCj1hCjQkO8","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","eHC3BiV6hp48wjwZ8p1Dp1","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","41.00000000","41.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","VI","AOgMhhHvlsUm1MhCNjfxMu","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","mgvacQ5uXvuHsgZMlofU36","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","s258H33cbVxcmAIBuazMTd","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","74692165279100876775637","411234XXXXXX4113","R","REFUND","34876997","-40.00000000","-40.00000000","-40.00000000","0.67600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01800000","0.00000000","0.00000000","-39.34200000"
"2025-10-09","TD","424018","VI","ld525PLbiz9L47EKCnXZ3z","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","100.00000000","100.00000000","0.00000000","-0.02666667","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16666667","0.00000000","0.00000000","-0.19333334"
"2025-10-09","TD","424018","VI","SGtswJJGCMHE7rMdxStWxL","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","MyO2EknTR09N4xd2CjesJ3","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","20.00000000","20.00000000","0.00000000","-0.03000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.20000000"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","100.00000000","100.00000000","0.00000000","-0.32883334","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-2.00883334","0.00000000","0.00000000","-2.33766668"
"2025-10-09","TD","424018","VI","da3gDLP1cbtpqT8HT3o8w3","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","S","AUTH","34876997","10.00000000","10.00000000","0.00000000","-0.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.22000000"
"2025-10-09","TD","424018","VI","vOEvhNiq8bzTZ9XOLPelYr","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","476134XXXXXX0050","R","AUTH","34876997","-20.00000000","-20.00000000","0.00000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.16000000"
"2025-10-09","TD","424018","VI","0A8kXIZcQWLCFQuFTM35c5","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","R","AUTH","34876997","-20.00000000","-20.00000000","0.00000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.16000000"
"2025-10-09","TD","424018","VI","ELflLBItIywP2ns6F8eh97","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","40.00000000","40.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","AJc24FAxl8bNkuV0RVsoHd","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","KMXQ20YI3PCRFdlpjOCxZV","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","476134XXXXXX0050","S","AUTH","34876997","20.00000000","20.00000000","0.00000000","-0.03000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.20000000"
"2025-10-09","TD","424018","VI","BoSvxkVrbDI4szLZD50QnP","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","KVYuPoXj2yev3tZTNYm4we","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02800000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16800000","0.00000000","0.00000000","-0.19600000"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","74692165279100876775603","411234XXXXXX4113","R","REFUND","34876997","-30.00000000","-30.00000000","-30.00000000","0.67600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01800000","0.00000000","0.00000000","-29.34200000"
"2025-10-09","TD","424018","VI","2yvwKuRj1vHXHJ2fAfe9zU","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","491699XXXXXX2017","S","AUTH","34876997","401.00000000","401.00000000","0.00000000","-0.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.22000000"
"2025-10-09","TD","424018","VI","rLIyicEcG04chB0ywKB7Gp","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775400","411234XXXXXX4113","S","SALE","34876997","60.00000000","60.00000000","60.00000000","-0.77608696","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01739130","0.00000000","0.00000000","59.20652174"
"2025-10-09","TD","424018","VI","LLSfmfQgqfMt8FssRMqh5H","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","32.00000000","32.00000000","0.00000000","-0.02666667","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16666667","0.00000000","0.00000000","-0.19333334"
"2025-10-09","TD","424018","VI","hlLxiMTkw9XFUFokNRtAf1","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","S","AUTH","34876997","0.00000000","0.00000000","0.00000000","-0.11000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.13000000"
"2025-10-09","TD","424018","VI","1Cwq9SfKqSABbcxFl5OJH5","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","S","AUTH","34876997","0.00000000","0.00000000","0.00000000","-0.11000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.13000000"
"2025-10-09","TD","424018","VI","4gzd8j3AeUgleQouGvZJcO","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02666667","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16666667","0.00000000","0.00000000","-0.19333334"
"2025-10-09","TD","424018","VI","a1kYOK8HWBGsCj1hCjQkO8","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","vNVefPqzpA8JAbU7pgkA1s","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","l18FLJ2Qt5JMMxLDA1UVPI","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","SJsv7TTN9W8FKe9HIPnqMo","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","32.00000000","32.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","oVsbqvFmL6m8Rksi8hum41","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","ObVueQMaeg0Hu2p3he7dWo","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","8.00000000","8.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.02000000"
"2025-10-09","TD","424018","VI","qO6dX7DHXoig1dAPdcFI03","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","S","AUTH","34876997","0.00000000","0.00000000","0.00000000","-0.11000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.13000000"
"2025-10-09","TD","424018","VI","OW0NzPUSIVMNiEsdDiiJPX","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","476134XXXXXX0050","S","SALE","34876997","20.00000000","20.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","0A8kXIZcQWLCFQuFTM35c5","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","74692165279100876775595","411234XXXXXX4113","R","REFUND","34876997","-20.00000000","-20.00000000","-20.00000000","0.67600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01800000","0.00000000","0.00000000","-19.34200000"
"2025-10-09","TD","424018","VI","HFEOVjgW0YIIq1yneZIwIE","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","vesi9hxrCBzMKW6mgAKZLg","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","HmZ6xZyK6uA06RTh4CvTIu","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","AJc24FAxl8bNkuV0RVsoHd","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","FuW6dOpga0XzHwsEnDCGZW","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","Fj6x5AOCYnsE1L65YWyrkj","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","41.00000000","41.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.17000000","0.00000000","0.00000000","-0.21000000"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775475","411234XXXXXX4113","S","SALE","34876997","40.00000000","40.00000000","40.00000000","-0.77608696","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01739130","0.00000000","0.00000000","39.20652174"
"2025-10-09","TD","424018","VI","QmNn1cL8AzcBBLyjTFAV31","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","R","AUTH","34876997","-10.00000000","-10.00000000","0.00000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.16000000"
"2025-10-09","TD","424018","VI","s258H33cbVxcmAIBuazMTd","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","74692165279100876775629","411234XXXXXX4113","R","REFUND","34876997","-60.00000000","-60.00000000","-60.00000000","0.67600000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01800000","0.00000000","0.00000000","-59.34200000"
"2025-10-09","TD","424018","VI","ObVueQMaeg0Hu2p3he7dWo","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","IzAxKoBdrSRmVK8HKcZo16","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","R","AUTH","34876997","-10.00000000","-10.00000000","0.00000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.15000000","0.00000000","0.00000000","-0.16000000"
"2025-10-09","TD","424018","VI","4gzd8j3AeUgleQouGvZJcO","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"2025-10-09","TD","424018","VI","pFtAwj9iQB1a9EYIhdim75","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411436XXXXXX6785","R","REFUND","34876997","-10.00000000","-10.00000000","-20.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-20.00000000"
"2025-10-09","TD","424018","VI","2fZULHC13bLDj9VcFIRotQ","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","0.00000000","0.00000000","0.00000000","-0.08000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.02000000","0.00000000","0.00000000","-0.10000000"
"2025-10-09","TD","424018","VI","AMjemqs8Ko4YPfN2lvWff8","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","","411234XXXXXX4113","S","AUTH","34876997","22.00000000","22.00000000","0.00000000","-0.02750000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.16750000","0.00000000","0.00000000","-0.19500000"
"2025-10-09","TD","424018","VI","mBCL1uhYBwPZWsS4MIqxfN","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775509","411234XXXXXX4113","S","SALE","34876997","32.00000000","32.00000000","32.00000000","-0.77608696","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01739130","0.00000000","0.00000000","31.20652174"
"2025-10-09","TD","424018","VI","KkQgei5VJJg94ofLkvXTEC","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775301","411234XXXXXX4113","S","SALE","34876997","8.00000000","8.00000000","8.00000000","-0.25500000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.19000000","0.00000000","0.00000000","7.55500000"
"2025-10-09","TD","424018","VI","MUu0ajlYnPbfISBT31UeQK","USD","USD","1.000000000","Transfert de fonds en vigueur","1136595901","4385280","2025-10-08","24692165279100876775392","411234XXXXXX4113","S","SALE","34876997","22.00000000","22.00000000","22.00000000","-0.77608696","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","-0.01739130","0.00000000","0.00000000","21.20652174"
